COD_UNICO_ENDERECO,COD_UF,COD_MUNICIPIO,COD_DISTRITO,COD_SUBDISTRITO,CEP,LATITUDE,LONGITUDE,DSC_ESTABELECIMENTO,CAPACIDADE,IDHub
41890180,33,3303401,330340120,33034012000,28633540,-22.226393,-42.523486,IGREJA,10097,1
224238045,33,3302502,330250205,33025020500,25901196,-22.663358,-43.024143,IGREJA ASSEMBLEIA DE DEUS,1243,2
201594115,33,3300209,330020905,33002090500,28984080,-22.855527,-42.317679,TESTEMUNHA DE JEOVA,1734,3
198472475,33,3304557,330455705,33045570514,20541000,-22.917437,-43.241692,MACAIA TENDA DE UMBANDA,2496,4
196573857,33,3300456,330045605,33004560504,26193000,-22.741977,-43.337386,ASSEMBLEIA DE DEUS,5861,5
198681537,33,3304557,330455705,33045570523,23052140,-22.907971,-43.555197,MISSIONARIOS DE JESUS CRISTO,2767,6
40263204,33,3300456,330045605,33004560502,26125550,-22.734651,-43.407894,IGREJA,11790,7
42361660,33,3302858,330285815,33028581500,26572481,-22.783737,-43.412448,COMUNIDADE EVANGELICA DE MESQUITA,2793,8
216715491,33,3305505,330550505,33055050500,28991400,-22.906986,-42.471218,CASA DE ORACAO,2894,9
197501079,33,3302007,330200705,33020070500,23830655,-22.871765,-43.909772,PONTO DE CAPTACAO DE AGUA DA CEDAE,9090,10
40926959,33,3302007,330200705,33020070500,23811490,-22.85987,-43.76956,IGREJA,1171,11
43097915,33,3304201,330420110,33042011000,27532215,-22.458988,-44.481122,IGREJA EVANGELICA,1408,12
43297939,33,3303500,330350005,33035000516,26295102,-22.804923,-43.587553,IGREJA MINISTERIO ROMPENDO EM FE,8460,13
41504758,33,3300704,330070420,33007042000,28928322,-22.649075,-42.006879,IGREJA METODISTA,1018,14
198379677,33,3303500,330350005,33035000517,26299087,-22.839959,-43.621403,IGREJA PENTECOSTAL O BOM SAMARITANO OS ULTIMOS SINAIS,4932,15
201616283,33,3300209,330020908,33002090800,28983316,-22.84792,-42.283376,IGREJA,1663,16
202403173,33,3301702,330170220,33017022000,25250649,-22.587647,-43.306305,IGREJA SEM NOME,2104,17
197475254,33,3301702,330170205,33017020500,25060236,-22.762049,-43.302912,IGREJA EVANGELICA MAANAIM,2033,18
46743832,33,3306107,330610705,33061070500,27603200,-22.241268,-43.708877,IGREJA SAO SEBASTIAO DO MONTE DOURO,6093,19
40779814,33,3301850,330185005,33018500500,25946565,-22.531052,-42.9789,IGREJA,1964,20
45903642,33,3304904,330490405,33049040500,24474110,-22.79326,-43.027372,ASSEMBLEIA DE DEUS,16184,21
218824454,33,3304557,330455705,33045570523,23057122,-22.923972,-43.599836,ICPM,1667,22
44230041,33,3304557,330455705,33045570517,20755010,-22.884149,-43.294208,CENTRO DE UMBANDA,1694,23
45237155,33,3304557,330455705,33045570523,23063000,-22.909024,-43.596659,IGREJA METODISTA CESARIO DE MELO,13131,24
44543668,33,3304557,330455705,33045570524,23555143,-22.915772,-43.694015,TERREIRO,12100,25
40838921,33,3301900,330190005,33019000500,24802248,-22.728028,-42.823099,CENTRO ESPIRITA,1564,26
45460290,33,3304557,330455705,33045570524,23587610,-22.924264,-43.631615,IGREJA IEADJAR,9763,27
97726474,33,3303500,330350005,33035000516,26291087,-22.766181,-43.535145,IGREJA,1756,28
198489014,33,3304557,330455705,33045570524,23550170,-22.933372,-43.697151,IGREJA PENTECOSTAL JESUS,4681,29
197319620,33,3300100,330010015,33001001500,23935000,-22.891566,-44.332606,IGREJA O BRASIL PARA CRISTO,9810,30
40762382,33,3301702,330170220,33017022000,25241390,-22.578544,-43.305749,IGREJA,1336,31
43215535,33,3304300,330430007,33043000700,28800000,-22.713785,-42.68567,ASSEMBLEIA DE DEUS,3407,32
44830143,33,3304557,330455705,33045570529,22790703,-23.018376,-43.483871,IGREJA ASSEMBLEIA DE DEUS,1055,33
216972943,33,3304557,330455705,33045570523,23017350,-22.915401,-43.529506,SUBCONGREGACAO ROCHA ETERNA,2836,34
198159551,33,3303005,330300505,33030050500,28460000,-21.387685,-42.244391,IGREJA,4180,35
41373854,33,3301009,330100905,33010090508,28090210,-21.712459,-41.304446,CAPELA SAO SILVESTRE,1565,36
40832902,33,3301900,330190005,33019000500,24813544,-22.742744,-42.883931,IGREJA ASSEMBLEIA DE DEUS,5651,37
46716647,33,3305109,330510910,33051091000,25550560,-22.776348,-43.385228,IGREJA EVANGELICA CRISTO AVIVAH,2015,38
218603132,33,3301801,330180105,33018010500,26650000,-22.549469,-43.67674,IGREJA NOSSA SENHORA DA SOLEDADE,10000000,39
216933865,33,3302403,330240305,33024030502,27910000,-22.323259,-41.756605,ASSEMBLEIA EL SABAOTH,10000000,40
