COD_UNICO_ENDERECO,COD_UF,COD_MUNICIPIO,COD_DISTRITO,COD_SUBDISTRITO,CEP,LATITUDE,LONGITUDE,DSC_ESTABELECIMENTO,CAPACIDADE,IDHub
41441888,33,3301009,330100905,33010090509,28021284,-21.793405,-41.298774,IGREJA GETSEMANI,9036,1
96723364,33,3305554,330555405,33055540500,23891835,-22.726021,-43.660417,IGREJA ASSEMBLEIA DE DEUS,1318,2
224018930,33,3306206,330620605,33062060500,27700000,-22.417382,-43.670735,ASSEMBLEIA DE DEUS MINISTERIO MILHOES DE ALMAS,1221,3
40216369,33,3300456,330045605,33004560501,26123130,-22.739704,-43.4135,IGREJA CATOLICA SAO JUDAS TADEU,4998,4
220835189,33,3303500,330350005,33035000512,26262490,-22.753638,-43.486405,IGREJA ASSEMBLEIA DE DEUS,9005,5
101726450,33,3303807,330380705,33038070500,23970000,-23.220626,-44.748023,ILE AXE OMO ORISALA,2731,6
96485007,33,3304557,330455705,33045570536,21042180,-22.862824,-43.245087,IGREJA CRISTO E DEUS,1615,7
197748289,33,3303500,330350005,33035000517,26297168,-22.821553,-43.600414,CASA DE ASE DE YLE ASE OMIN OYA,1209,8
96321574,33,3304557,330455705,33045570531,23025070,-22.990635,-43.60669,COMUNIDADE EVANGELICA DEUS SOBERANO,1792,9
42951044,33,3303500,330350005,33035000519,26062320,-22.656218,-43.417384,IGREJA ASSEMBEIA DE DEUS,2085,10
217844600,33,3301702,330170215,33017021500,25271230,-22.622165,-43.213552,SEM NOME,9473,11
219940922,33,3304557,330455705,33045570512,20943000,-22.90825,-43.232036,IGREJA PENTECOSTAL DEUS E AMOR,2464,12
44169757,33,3304557,330455705,33045570517,20740280,-22.89311,-43.306529,CENTRO UMBANDA,6155,13
44512786,33,3304557,330455705,33045570523,23045110,-22.91445,-43.55829,IGREJA BATISTA NOVA FILADELFIA,3459,14
40328290,33,3300456,330045605,33004560504,26193575,-22.753847,-43.332723,IGREJA ASSEMBLEIA DE DEUS,1366,15
109740800,33,3301702,330170205,33017020500,25060470,-22.766365,-43.298488,ASSEMBLEIA DE DEUS MINISTERIO REBOTE,5671,16
224217795,33,3301009,330100905,33010090508,28085635,-21.728532,-41.29785,ASSEMBLEIA,1272,17
202720925,33,3302502,330250205,33025020500,25900838,-22.669992,-43.029376,IGREJA SENHOR DOS EXERCITOS,5273,18
197612411,33,3300803,330080305,33008030500,28680000,-22.618728,-42.614108,ASSEMBLEIA DE DEUS,7201,19
198861327,33,3304557,330455705,33045570537,21730090,-22.868677,-43.434294,IGREJA EVANGELICA PROJETO FAMILIA DE DEUS,9226,20
96743535,33,3306008,330600805,33060080500,25821180,-22.13803,-43.169247,IGREJA AVIVAMENTO MISSIONARIO,2727,21
199672405,33,3305109,330510905,33051090500,25585080,-22.801155,-43.344498,LOJA FECHADA,9413,22
46571701,33,3305505,330550505,33055050500,28990810,-22.932034,-42.493135,CAPELA DE SAO PEDRO PAROQUIA DE NS DE NAZARETH,6094,23
42540701,33,3303104,330310405,33031040500,28380000,-21.038894,-41.982957,IGREJA RIOS DE VIDA,5028,24
95264879,33,3302403,330240305,33024030505,27943400,-22.373494,-41.784831,ANTIGO ESTABELECIMENTO QUE HOJE FAZ CULTO,2600,25
199093568,33,3304557,330455705,33045570524,23595450,-22.93548,-43.663221,IGREJA EVANGELICA RESGATANDO VIDAS,2663,26
96273569,33,3304557,330455705,33045570524,23515170,-22.92875,-43.682927,IGREJA ASSEMBLEIA DE DEUS,1012,27
45955784,33,3304904,330490405,33049040500,24455806,-22.802859,-43.022901,2 IGREJA EVANGELICA CONGREGACIONAL EM TRINDADE,1727,28
46794660,33,3305554,330555405,33055540500,23890100,-22.795401,-43.641658,CENTRO ESPIRITA,6729,29
197951710,33,3303708,330370815,33037081500,25850000,-22.16637,-43.286484,IGREJA PENTECOSTAL DEUS RAPHA,1929,30
215784446,33,3305802,330580205,33058020500,25956280,-22.4297,-42.965543,IGREJA UNIVERSAL SAO PEDRO,2773,31
42032933,33,3302205,330220505,33022050500,28300000,-21.201967,-41.886611,CAPELA MORTUARIA,2405,32
41716040,33,3303203,330320305,33032030500,26520099,-22.815228,-43.432224,IGREJA EVANGELICA MINISTERIO PISOM,2930,33
224684908,33,3305000,330500005,33050000500,28200000,-21.718601,-41.096249,IGREJA UNIVERSAL,2758,34
42594560,33,3303500,330350005,33035000518,26279400,-22.744011,-43.520728,ASSEMBLEIA DE DEUS,1124,35
40190529,33,3300407,330040705,33004070513,27351540,-22.532378,-44.213723,IGREJA MISSIONARIA PROJETO DE DEUS,2195,36
198233340,33,3304557,330455705,33045570521,22733060,-22.896469,-43.365151,IGREJA DE NOVA VIDA,1043,37
196555914,33,3300456,330045605,33004560503,26110180,-22.757049,-43.365809,ILE ASE OBAGADE,1386,38
224234470,33,3303401,330340120,33034012000,28633400,-22.231077,-42.521941,IGREJA PRESBITERIANA,1668,39
43009215,33,3303500,330350005,33035000519,26043312,-22.703972,-43.480378,CONGREGACAO CRISTA NO BRASIL,9031,40
197656162,33,3304144,330414405,33041440504,26373290,-22.753552,-43.57255,CENTRO DE CANDOMBLE,2030,41
94954682,33,3301009,330100905,33010090506,28053020,-21.742472,-41.346271,MINISTERIO MANASSES,2919,42
197486166,33,3303500,330350005,33035000518,26085090,-22.733204,-43.539492,ASSEMBEIA DE DEUS,2257,43
40655329,33,3301702,330170205,33017020500,25035245,-22.752738,-43.307452,IGREJA PROTESTANTE,1045,44
45137352,33,3304557,330455705,33045570524,23587068,-22.922716,-43.645227,IGREJA ASSEMBLEIA DE DEUS,4641,45
219408285,33,3301900,330190018,33019001800,24858580,-22.783457,-42.939053,COMUNIDADE DE ORACAO,2603,46
96313202,33,3304557,330455705,33045570530,21520340,-22.806997,-43.357302,TEMPLO ESPIRITA,2207,47
217561019,33,3301702,330170205,33017020500,25030060,-22.769634,-43.307313,MINISTERIO FAZENDO DISCIPULOS,2205,48
96541789,33,3304904,330490415,33049041500,24723810,-22.817437,-42.933133,CASA DE ORACAO,16050,49
46548535,33,3306305,330630505,33063050500,27257735,-22.607575,-44.079763,IGREJA,2853,50
222959245,33,3302403,330240305,33024030503,27965025,-22.32986,-41.73866,CAPELA S JOSE ESPOSO DE MARIA,1622,51
96044405,33,3304557,330455705,33045570520,21557010,-22.856538,-43.372206,OWAKSAN,2322,52
46399540,33,3305406,330540605,33054060500,25880000,-21.997574,-42.920524,IGREJA ASSEMLBLEIA DE DEUS,9663,53
201715202,33,3300407,330040705,33004070512,27350270,-22.550318,-44.210846,MINISTERIO REVIVER EM CRISTO,2779,54
109313826,33,3304557,330455705,33045570523,23097200,-22.838902,-43.522964,CENTRO ESPIRITA ULTIMO DA FACE,2769,55
220294281,33,3304300,330430010,33043001000,28800000,-22.782996,-42.5227,ASSEMBLEIA DE DEUS,2621,56
42178779,33,3302858,330285810,33028581000,26580270,-22.785355,-43.420431,IGREJA EVG ASS DEUS MIN CASTICAL DE OURO,2034,57
41409030,33,3301702,330170210,33017021000,25212020,-22.678099,-43.254989,IGREJA PRESBITERIANA DO BRASIL,1337,58
46609952,33,3305109,330510910,33051091000,25535480,-22.792322,-43.402492,IGREJA APOSTOLICA DA FE,1386,59
216506941,33,3301009,330100965,33010096500,28140000,-21.882492,-41.189757,MISSAO BATISTA NOVA JERUSALEM,2597,60
225074938,33,3304904,330490415,33049041500,24723155,-22.817221,-42.950546,CENTRO ESPIRITA,1086,61
43071963,33,3300456,330045605,33004560502,26157579,-22.703978,-43.419412,ASSEMBLEIA DE DEUS,2418,62
198621788,33,3304557,330455705,33045570522,21842596,-22.87154,-43.501709,IGREJA ASSEMBLEIA DE DEUS,1580,63
105039219,33,3300100,330010005,33001000500,23919500,-23.029114,-44.166229,IGREJA QUADRANGULAR,4583,64
46221012,33,3304557,330455705,33045570537,21745100,-22.880394,-43.40634,CENTRO ESPIRITA,6746,65
203404965,33,3304003,330400310,33040031000,27185000,-22.601394,-44.038304,IGREJA ASSEMBLEIA DE DEUS VIDA E PAZ EM CRISTO,2823,66
197068239,33,3300704,330070420,33007042000,28929881,-22.731768,-42.055243,IGREJA PRIMEIRA BATISTA,2010,67
42692748,33,3304201,330420105,33042010500,27510220,-22.462251,-44.468305,IGREJA NOSSA SENHORA APARECIDA,3012,68
97746602,33,3300902,330090210,33009021000,28430000,-21.576745,-42.067271,IGREJA,1767,69
224360636,33,3301405,330140505,33014050500,28740000,-22.090383,-41.856405,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,2914,70
46415568,33,3305802,330580205,33058020500,25970790,-22.401547,-43.010854,IGREJA,1162,71
198250008,33,3304557,330455705,33045570509,23085575,-22.947037,-43.194579,IGREJA UNIVERSAL,2146,72
45836391,33,3304904,330490405,33049040500,24470090,-22.801666,-43.041564,IGREJA ASSEMBLEIA DE DEUS,2122,73
197989186,33,3303500,330350005,33035000521,26050630,-22.683163,-43.475925,IGREJA PENTECOSTAL LEAO DE JUDA,8138,74
40920356,33,3302007,330200705,33020070500,23810505,-22.87246,-43.776389,PRIMEIRA IGREJA BATISTA,2288,75
203799478,33,3304557,330455705,33045570516,21210260,-22.842863,-43.298055,CASA DE SANTO,1957,76
46616423,33,3305109,330510910,33051091000,25545190,-22.790459,-43.38848,MINISTERIO MELQUIZEDEQUE,1820,77
41637411,33,3302700,330270010,33027001000,24940120,-22.918093,-42.947287,IGREJA ASSEMBLEIA DE DEUS,2365,78
196513338,33,3300308,330030810,33003081000,27165000,-22.452902,-44.01311,IGREJA STO ANTONIO,3189,79
225080744,33,3304904,330490405,33049040500,24470000,-22.798174,-43.041175,CENTRO DE UMBANDA,7235,80
45724731,33,3304904,330490415,33049041500,24725200,-22.813835,-42.973725,IGREJA,9059,81
220882578,33,3304557,330455705,33045570531,23020722,-22.996687,-43.616468,ASSEMBLEIA,6755,82
46829809,33,3305109,330510915,33051091500,25525481,-22.799811,-43.390322,MINISTERIO RESGATANDO ALMA FERIDA,9106,83
197827757,33,3302700,330270005,33027000500,24902525,-22.928165,-42.805729,MINISTERIO REFUGIO E FORTALEZA,1222,84
197883346,33,3301900,330190010,33019001000,24851540,-22.82297,-42.892513,IGREJA EVANGELICA PENTECOSTAL DOS MILAGRES,7000,85
101726387,33,3303807,330380705,33038070500,23970000,-23.218252,-44.745386,ASSEMBLEIA,2515,86
95431158,33,3303203,330320305,33032030500,26525034,-22.803174,-43.426602,IGREJA RITA DE CASSIA,2542,87
