COD_UNICO_ENDERECO,COD_UF,COD_MUNICIPIO,COD_DISTRITO,COD_SUBDISTRITO,CEP,LATITUDE,LONGITUDE,DSC_ESTABELECIMENTO,CAPACIDADE,IDHub
95471966,33,3303500,330350005,33035000512,26298506,-22.74827,-43.494783,CENTRO ESPIRITA,2200,1
104375208,33,3300704,330070405,33007040500,28920231,-22.850263,-42.028644,MINISTERIO DE MADUREIRA,2339,2
220859960,33,3304755,330475510,33047551000,28230000,-21.394764,-40.994464,LUZ DE BETEL,2361,3
198299488,33,3304557,330455705,33045570521,22733040,-22.904737,-43.357804,UNIVERSAL DE REUNIO DE DEUS,1003,4
46326975,33,3304557,330455705,33045570537,21735001,-22.869174,-43.437377,TENDAO UGUM MEGE,9304,5
98543162,33,3304755,330475505,33047550500,28230000,-21.583937,-41.061562,IGREJA EVANGELICA JESUS TE AMA,1433,6
199073036,33,3305505,330550510,33055051000,28995625,-22.851104,-42.458775,IGREJA METODISTA EM GOA,2700,7
40988956,33,3301009,330100905,33010090506,28053100,-21.742183,-41.344426,IGREJA,2502,8
218277577,33,3301702,330170220,33017022000,25235470,-22.674266,-43.357576,ASSEMBLEIA DE DEUS,9697,9
198868255,33,3304557,330455705,33045570527,21645521,-22.81606,-43.391655,ASSEMBLEIA DE DEUS MINISTERIO DE TODOS OS SANTOS,2020,10
99025942,33,3304300,330430005,33043000500,28800000,-22.667605,-42.580358,IGREJA EVANGELICA REFUGIADOS EM CRISTO,5977,11
218841146,33,3304904,330490405,33049040500,24473360,-22.782912,-43.025877,IGREJA EVANGELICA PENTECOSTAL,2556,12
40841188,33,3301900,330190005,33019000500,24803015,-22.732274,-42.810493,IGREJA ASSEMBLEIA DE DEUS,9516,13
96034360,33,3304557,330455705,33045570520,21350080,-22.881303,-43.327596,POSTO ESPIRITA DE CARIDADE BEZERRA,4724,14
198813347,33,3304557,330455705,33045570520,23097604,-22.841472,-43.351985,IGREJA EVANGELICA GERACAO MAIS QUE VENCEDORA,9949,15
224174702,33,3303500,330350005,33035000511,26020105,-22.736779,-43.449234,IGREJA MINISTERIO RENOVO DE DEUS,1377,16
197426935,33,3303500,330350005,33035000511,26040200,-22.707295,-43.450716,ASSEMBLEIA DE DEUS MINST MISSOES,2355,17
97495427,33,3306206,330620605,33062060500,27700000,-22.471891,-43.745713,ASSENBLEIA DE DEUS,1289,18
95624978,33,3303500,330350005,33035000519,26051720,-22.692621,-43.445086,IGREJA,7402,19
42986555,33,3303500,330350005,33035000511,26035220,-22.735261,-43.461044,IGREJA PRESBITERIANA,1474,20
43881360,33,3304557,330455705,33045570521,22730090,-22.919053,-43.368056,IGREJA EVANGELICA BETEL,1031,21
203615818,33,3304524,330452405,33045240500,28890082,-22.545718,-41.980897,COMUNIDADE EVANGELICA VIDAS TRANSFORMADAS,3839,22
196547605,33,3300456,330045605,33004560502,26160460,-22.732653,-43.395236,ASSEMBLEIA,2365,23
197701777,33,3303500,330350005,33035000512,26275590,-22.753762,-43.496575,IGREJA,6632,24
95257506,33,3301900,330190018,33019001800,24860064,-22.782633,-42.923293,CENTRO ESPIRITA,1493,25
197502550,33,3301702,330170210,33017021000,25040010,-22.744007,-43.309743,IGREJA PENTECOSTAL SEMEADORES DE CRISTO,2001,26
197978780,33,3303500,330350005,33035000519,26050210,-22.687084,-43.465926,IGREJA EVANGELICA,1710,27
197740748,33,3303500,330350005,33035000521,26092180,-22.668986,-43.524733,ASS DE DEUS,2415,28
43988931,33,3304557,330455705,33045570515,21073060,-22.846175,-43.268951,IGREJA BATISTA CENTRAL DE OLARIA,1986,29
43144827,33,3303906,330390620,33039062000,25750590,-22.351993,-43.132897,IGREJA ASSEMBLEIA DE DEUS,6432,30
42627953,33,3304151,330415105,33041510500,28736186,-22.117747,-41.467527,ASSEMBREIA DE DEUS,1812,31
197229765,33,3301603,330160310,33016031000,28655000,-22.080396,-42.407272,ANEXO DA IGREJA RESGATANDO OS CATIVOS,9416,32
199043415,33,3304557,330455705,33045570524,23560892,-22.903247,-43.706868,PRIMEIRA IGREJA BATISTA EM GUANDU 1,2755,33
198454211,33,3304557,330455705,33045570535,21073350,-22.855154,-43.272138,IGREJA CONSAGRACAO JESUS O SALVASOR,7547,34
45958153,33,3304904,330490405,33049040500,24455250,-22.80684,-43.028058,IGREJA EVANGELICA PENTECOSTAL,1337,35
40953287,33,3302007,330200705,33020070500,23810320,-22.876446,-43.794431,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,1795,36
44538303,33,3304557,330455705,33045570524,23565360,-22.888004,-43.717392,IGREJA BATISTA,4391,37
100456129,33,3302007,330200705,33020070500,23821770,-22.848911,-43.783546,IGREJA ADVENTISTA,9511,38
